ITEM_TYPE,ITEMS,Brand Name,Dealer Name,Sales Units,Net Sales $,Net Cost $,SOP $,SOP Units,Net Receipt $,Net Receipt Units,RC $,RC Units,Average Inventory value,Average Inventory Units,Tax Percent %,Gross Receipt $,Gross Receipt Units,Avg item price,Fashion-Style Number,Inventory Weeks,Fashion-Style Count 
201M,MENS_FASHION,APPLE,STOP STORE,44,"$2,732 ","$1,604 ","$1,493 ",30,"$2,707 ",82,$0 ,0,"$1,146 ",26,39.60%,"$2,636 ",81,$36.50 ,7,25,6
201M,MENS_FASHION,APPLE,STOP STORE,3,$397 ,$292 ,"$2,093 ",23,$88 ,1,$0 ,0,"$1,770 ",20,13.00%,$0 ,0,$97.20 ,5,13,470
201M,MENS_FASHION,APPLE,STOP STORE,238,"$36,228 ","$8,190 ","$20,020 ",317,"$21,314 ",626,$0 ,0,"$12,634 ",288,24.70%,"$23,808 ",648,$34.40 ,44,28,30
201M,MENS_FASHION,APPLE,STOP STORE,17,"$2,303 ","$1,327 ","$46,164 ",559,"($8,587)",-100,$0 ,0,"$36,343 ",439,3.00%,$0 ,0,$78.00 ,193,13,88
201M,MENS_FASHION,APPLE,STOP STORE,"10,184","$3,775,393 ","$2,377,117 ","$2,563,181 ","12,918","$3,439,475 ","15,590",$0 ,0,"$1,632,020 ","7,873",33.90%,"$3,690,257 ","17,095",$233.40 ,"1,851",30,97
201M,MENS_FASHION,APPLE,STOP STORE,413,"$353,634 ","$103,492 ","$120,234 ",419,"$100,972 ",443,$0 ,0,"$49,560 ",176,54.60%,"$76,529 ",338,$250.60 ,139,30,13
201M,MENS_FASHION,APPLE,STOP STORE,46,"$3,430 ",$734 ,"$4,147 ",260,($80),-5,$0 ,0,"$2,562 ",161,17.70%,$0 ,0,$16.00 ,30,13,24
201M,MENS_FASHION,APPLE,STOP STORE,"6,001","$330,358 ","$187,240 ","$313,438 ","11,264","$366,996 ","9,918",$0 ,0,"$200,011 ","6,551",27.70%,"$384,225 ","10,363",$31.20 ,538,30,18
201M,MENS_FASHION,APPLE,STOP STORE,"1,404","$354,868 ","$92,629 ","$45,716 ",864,"$150,578 ","2,211",$0 ,0,"$36,845 ",589,44.90%,"$152,972 ","2,266",$66.00 ,75,30,72
201M,MENS_FASHION,APPLE,STOP STORE,"4,493","$689,800 ","$369,002 ","$55,967 ",485,"$741,421 ","9,335",$0 ,0,"$209,273 ","2,382",45.90%,"$737,966 ","9,301",$82.10 ,85,30,58
201M,MENS_FASHION,APPLE,STOP STORE,5,"$3,322 ",$730 ,"$8,030 ",55,"($2,044)",-14,$0 ,0,"$5,964 ",41,9.10%,$0 ,0,$146.00 ,9,13,46
201M,MENS_FASHION,APPLE,STOP STORE,"1,293","$34,433 ","$19,461 ","$25,413 ","1,950","$10,306 ",526,$0 ,0,"$12,183 ",875,52.60%,"$9,857 ",509,$15.10 ,187,30,34
201M,MENS_FASHION,APPLE,STOP STORE,"1,214","$50,853 ","$27,528 ","$3,687 ",235,"$60,921 ","2,439",$0 ,0,"$13,717 ",520,45.10%,"$61,179 ","2,459",$22.70 ,40,25,28
201M,MENS_FASHION,APPLE,STOP STORE,207,"$20,304 ","$14,176 ","$15,771 ",184,"$24,359 ",408,$0 ,0,"$9,289 ",126,35.90%,"$23,431 ",392,$68.50 ,49,30,10
201M,MENS_FASHION,APPLE,STOP STORE,27,"$6,303 ","$4,469 ","$55,879 ",317,"($3,519)",-21,$0 ,0,"$22,085 ",125,8.40%,"$1,005 ",6,$165.50 ,46,30,436
201M,MENS_FASHION,APPLE,STOP STORE,35,"$2,293 ","$1,457 ","$54,960 ","1,173","($13,418)",-282,$0 ,0,"$28,455 ",597,3.00%,$0 ,0,$41.60 ,88,19,6
201M,MENS_FASHION,APPLE,STOP STORE,"4,197","$304,707 ","$177,192 ","$546,889 ","7,611","$449,011 ","9,243",$0 ,0,"$266,974 ","4,211",23.70%,"$520,268 ","10,101",$42.20 ,814,30,9
201M,MENS_FASHION,APPLE,STOP STORE,11,"$3,558 ","$2,058 ","$16,692 ",49,"$1,652 ",4,$0 ,0,"$11,693 ",37,22.40%,$0 ,0,$187.00 ,23,13,60
201M,MENS_FASHION,APPLE,STOP STORE,7,"$3,375 ","$1,749 ","$14,413 ",52,"($1,687)",-5,$0 ,0,"$11,960 ",43,13.50%,$0 ,0,$249.80 ,21,13,29
201M,MENS_FASHION,APPLE,STOP STORE,696,"$35,239 ","$7,349 ",$28 ,2,"$15,583 ","1,492",$0 ,0,"$3,230 ",321,46.50%,"$15,615 ","1,496",$10.60 ,16,30,80
201M,MENS_FASHION,APPLE,STOP STORE,359,"$32,435 ","$4,203 ","$30,336 ","1,832","$8,931 ",908,$0 ,0,"$14,228 ",950,12.00%,"$13,115 ","1,149",$11.70 ,19,25,359
201M,MENS_FASHION,APPLE,STOP STORE,"1,202","$65,399 ","$34,548 ","$69,384 ","2,522","$15,276 ",510,$0 ,0,"$30,166 ","1,091",39.40%,"$15,900 ",530,$28.70 ,78,30,58
201M,MENS_FASHION,APPLE,STOP STORE,366,"$23,367 ","$10,980 ",7311,47551,"$47,310 ","1,577",$0 ,0,"$28,153 ",938,23.30%,"$47,160 ","1,572",$30.00 ,8,14,7
201M,MENS_FASHION,APPLE,STOP STORE,"1,024","$304,388 ","$55,772 ","$97,371 ","1,690","$189,117 ","3,282",$0 ,0,"$79,905 ","1,391",20.50%,"$190,763 ","3,310",$54.50 ,24,30,5
201M,MENS_FASHION,APPLE,STOP STORE,2,$266 ,$160 ,"$27,668 ",346,"($8,009)",-100,$0 ,0,"$22,334 ",279,0.60%,$0 ,0,$80.00 ,10,13,44
201M,MENS_FASHION,APPLE,STOP STORE,89,"$56,886 ","$29,150 ","$43,670 ",160,"$43,675 ",112,$0 ,0,"$27,121 ",90,31.90%,"$45,080 ",119,$327.50 ,116,30,193
201M,MENS_FASHION,APPLE,STOP STORE,1,$780 ,$395 ,"$39,939 ",101,"($19,794)",-50,$0 ,0,"$29,230 ",74,1.00%,$0 ,0,$395.00 ,77,13,"1,851"
201M,MENS_FASHION,APPLE,STOP STORE,"4,808","$349,449 ","$74,703 ","$9,658 ",603,"$153,769 ","9,788",$0 ,0,"$30,751 ","1,962",46.00%,"$154,715 ","9,848",$15.50 ,61,30,139
201M,MENS_FASHION,APPLE,STOP STORE,307,"$36,483 ","$9,569 ","$43,779 ","1,272","$29,584 ","1,001",$0 ,0,"$21,217 ",639,13.00%,"$32,952 ","1,086",$31.20 ,75,30,30
201M,MENS_FASHION,APPLE,STOP STORE,150,"$34,433 ","$8,361 ","$16,519 ",304,"$6,645 ",112,$0 ,0,"$5,468 ",100,37.60%,"$5,700 ",95,$55.70 ,53,30,538
201M,MENS_FASHION,APPLE,STOP STORE,640,"$65,866 ","$36,663 ","$269,070 ","2,447","$29,667 ","1,040",$0 ,0,"$97,178 ","1,009",16.60%,"$75,915 ","1,417",$57.30 ,270,30,75
201M,MENS_FASHION,APPLE,STOP STORE,"33,816","$4,258,246 ","$2,089,717 ","$2,350,867 ","39,662","$1,865,804 ","27,956",$0 ,0,"$1,345,032 ","21,725",48.70%,"$1,989,712 ","29,789",$61.80 ,"1,393",30,85
201M,MENS_FASHION,APPLE,STOP STORE,182,"$36,604 ","$31,269 ","$47,316 ",271,"$19,724 ",121,$0 ,0,"$24,803 ",142,44.60%,"$22,605 ",137,$171.80 ,9,30,9
201M,MENS_FASHION,APPLE,STOP STORE,980,"$73,997 ","$33,112 ","$239,904 ","4,697","$133,972 ","3,447",$0 ,0,"$117,759 ","2,605",11.20%,"$161,650 ","4,050",$33.80 ,52,26,187
201M,MENS_FASHION,APPLE,STOP STORE,"21,454","$2,704,495 ","$1,482,289 ","$154,718 ","2,389","$2,707,379 ","41,538",$0 ,0,"$674,787 ","10,552",48.80%,"$2,726,248 ","41,540",$69.10 ,358,30,40
201M,MENS_FASHION,APPLE,STOP STORE,"32,224","$33,678,944 ","$7,164,594 ","$5,665,881 ","25,461","$9,739,839 ","42,309","$7,600 ",38,"$4,443,454 ","19,663",48.60%,"$9,445,312 ","40,876",$222.30 ,"3,646",30,49
201M,MENS_FASHION,APPLE,STOP STORE,258,"$26,346 ","$15,280 ","$7,115 ",154,"$34,311 ",536,$0 ,0,"$12,939 ",209,37.20%,"$34,418 ",539,$59.20 ,13,25,46
201M,MENS_FASHION,APPLE,STOP STORE,106,"$33,078 ","$4,770 ","$27,005 ",595,($627),-12,$0 ,0,"$9,995 ",220,17.80%,$0 ,0,$45.00 ,56,26,88
201M,MENS_FASHION,APPLE,STOP STORE,671,"$280,987 ","$178,212 ","$207,006 ","1,032","$250,918 ",919,$0 ,0,"$166,721 ",731,35.30%,"$234,407 ",868,$265.60 ,334,30,814
201M,MENS_FASHION,APPLE,STOP STORE,"5,419","$350,879 ","$78,437 ","$39,178 ","2,730","$121,035 ","8,357",$0 ,0,"$47,082 ","3,259",48.90%,"$120,791 ","8,343",$14.50 ,153,30,23
201M,MENS_FASHION,APPLE,STOP STORE,"1,191","$56,404 ","$28,026 ","$28,166 ","1,173","$62,415 ","2,738",$0 ,0,"$20,972 ",892,29.60%,"$64,987 ","2,848",$23.50 ,49,30,21
201M,MENS_FASHION,APPLE,STOP STORE,"2,201","$320,080 ","$82,132 ","$50,150 ","1,584","$176,511 ","4,398",$0 ,0,"$77,226 ","2,076",33.10%,"$205,083 ","5,067",$37.30 ,59,30,16
201M,MENS_FASHION,APPLE,STOP STORE,"11,831","$765,675 ","$398,768 ","$884,253 ","22,738","$742,510 ","21,232",$59 ,2,"$410,858 ","11,005",25.70%,"$836,574 ","23,266",$33.70 ,980,30,19
201M,MENS_FASHION,APPLE,STOP STORE,"1,012","$396,505 ","$105,452 ","$266,470 ","2,432","$173,812 ","1,981",$0 ,0,"$108,060 ","1,011",21.90%,"$206,748 ","2,190",$104.20 ,249,30,78
201M,MENS_FASHION,APPLE,STOP STORE,271,"$63,550 ","$38,125 ","$206,712 ","1,797","$23,081 ",43,$0 ,0,"$75,841 ",610,13.20%,"$45,851 ",262,$140.70 ,218,30,8
201M,MENS_FASHION,APPLE,STOP STORE,49,"$3,946 ","$2,464 ","$16,749 ",240,"($2,329)",-17,$0 ,0,"$7,322 ",111,16.80%,"$2,417 ",51,$50.30 ,26,26,24
201M,MENS_FASHION,APPLE,STOP STORE,"15,701","$353,279 ","$69,367 ","$6,100 ","1,032","$148,251 ","31,553",$0 ,0,"$37,146 ","7,708",48.10%,"$148,669 ","31,631",$4.40 ,192,30,10
201M,MENS_FASHION,APPLE,STOP STORE,"5,014","$267,474 ","$101,855 ","$220,271 ","9,981","$309,696 ","14,834",$0 ,0,"$150,944 ","7,009",18.80%,"$352,433 ","16,718",$20.30 ,100,30,116
201M,MENS_FASHION,APPLE,STOP STORE,"4,561","$267,254 ","$149,869 ","$111,059 ","2,750","$241,962 ","8,087",$0 ,0,"$93,671 ","2,649",42.40%,"$238,668 ","7,995",$32.90 ,66,30,77
201M,MENS_FASHION,APPLE,STOP STORE,"7,484","$333,889 ","$58,193 ","$46,495 ","5,469","$50,592 ","7,225",$0 ,0,"$31,442 ","4,014",59.00%,"$50,442 ","7,206",$7.80 ,128,30,61
201M,MENS_FASHION,APPLE,STOP STORE,39,"$2,547 ",$704 ,"$8,698 ",209,($389),9,$0 ,0,"$4,114 ",103,16.70%,$235 ,24,$18.10 ,22,22,75
201M,MENS_FASHION,APPLE,STOP STORE,352,"$35,505 ","$20,845 ","$82,520 ","1,006","$90,768 ","4,273",$0 ,0,"$42,137 ",754,6.50%,"$104,012 ","4,427",$59.20 ,64,25,53
201M,MENS_FASHION,APPLE,STOP STORE,"26,774","$3,983,983 ","$2,235,640 ","$572,555 ","7,786","$3,210,747 ","38,578",$75 ,1,"$857,526 ","10,286",59.00%,"$3,130,171 ","37,591",$83.50 ,251,30,270
201M,MENS_FASHION,APPLE,STOP STORE,"9,173","$3,443,776 ","$810,607 ","$1,215,846 ","12,801","$1,922,002 ","22,501",$0 ,0,"$916,677 ","10,033",25.90%,"$1,961,065 ","22,679",$88.40 ,658,30,"1,393"
201M,MENS_FASHION,APPLE,STOP STORE,"1,266","$75,079 ","$34,354 ","$23,898 ",465,"$79,367 ","3,874",$0 ,0,"$21,010 ",761,29.10%,"$80,724 ","3,882",$27.10 ,90,30,9
201M,MENS_FASHION,APPLE,STOP STORE,748,"$353,343 ","$99,015 ","$260,686 ",852,"$570,853 ","3,302",$0 ,0,"$146,166 ",706,17.80%,"$596,414 ","3,342",$132.40 ,266,30,52
201M,MENS_FASHION,APPLE,STOP STORE,"1,186","$286,300 ","$186,788 ","$380,980 ","2,325","$310,593 ","1,615",$0 ,0,"$205,192 ","1,166",29.20%,"$326,769 ","1,737",$157.50 ,566,30,358
201M,MENS_FASHION,APPLE,STOP STORE,11,"$3,780 ","$2,566 ","$81,934 ",322,"($13,393)",-53,$0 ,0,"$66,965 ",261,3.40%,$0 ,0,$233.30 ,70,13,"3,646"
201M,MENS_FASHION,APPLE,STOP STORE,403,"$3,895 ","$1,693 ","$12,428 ","2,446",$0 ,0,$0 ,0,"$10,028 ","1,956",16.50%,$0 ,0,$4.20 ,28,13,13
201M,MENS_FASHION,APPLE,STOP STORE,3,$36 ,$10 ,"$2,027 ",18,"($1,112)",-5,$0 ,0,"$3,178 ",13,16.70%,$0 ,0,$3.30 ,7,16,56
201M,MENS_FASHION,APPLE,STOP STORE,"7,038","$270,836 ","$99,050 ","$24,790 ","1,468","$390,850 ","25,194",$0 ,0,"$136,669 ","8,974",26.30%,"$392,139 ","25,252",$14.10 ,64,30,334
201M,MENS_FASHION,APPLE,STOP STORE,869,"$48,225 ","$15,642 ","$6,444 ",358,"$16,619 ",911,$0 ,0,"$3,460 ",192,75.00%,"$14,400 ",800,$18.00 ,131,30,153
201M,MENS_FASHION,APPLE,STOP STORE,"6,303","$424,935 ","$226,458 ","$309,117 ","6,757","$341,387 ","10,205",$0 ,0,"$165,187 ","3,961",35.40%,"$381,028 ","11,067",$35.90 ,324,30,49
201M,MENS_FASHION,APPLE,STOP STORE,549,"$47,873 ","$29,060 ","$16,883 ",226,"$30,017 ",606,$0 ,0,"$10,227 ",179,66.10%,"$30,272 ",604,$52.90 ,55,30,59
201M,MENS_FASHION,APPLE,STOP STORE,358,"$66,632 ","$43,596 ","$24,605 ",217,"$43,937 ",352,$0 ,0,"$12,812 ",112,74.10%,"$33,462 ",266,$121.80 ,30,30,980
201M,MENS_FASHION,APPLE,STOP STORE,210,"$39,280 ","$20,178 ","$25,024 ",254,"$105,606 ","1,209",$0 ,0,"$12,859 ",135,14.80%,"$101,718 ","1,167",$96.10 ,41,30,249
201M,MENS_FASHION,APPLE,STOP STORE,3,$230 ,$98 ,"$3,590 ",95,"($2,008)",-52,$0 ,0,"$1,720 ",46,3.20%,$0 ,0,$32.70 ,29,13,218
201M,MENS_FASHION,APPLE,STOP STORE,31,"$3,358 ",$558 ,"$18,444 ","1,018",($252),-14,$0 ,0,"$13,279 ",732,3.00%,$0 ,0,$18.00 ,49,13,26
201M,MENS_FASHION,APPLE,STOP STORE,"5,191","$596,469 ","$309,128 ","$314,127 ","6,040","$797,609 ","12,509",$0 ,0,"$314,023 ","5,405",30.10%,"$739,565 ","11,188",$59.60 ,282,30,192
201M,MENS_FASHION,APPLE,STOP STORE,287,"$329,072 ","$71,655 ","$130,113 ",539,"$36,737 ",108,$0 ,0,"$81,060 ",303,43.40%,"$39,525 ",123,$249.70 ,124,30,100
201M,MENS_FASHION,APPLE,STOP STORE,"2,524","$89,347 ","$46,945 ","$72,251 ","3,814","$52,589 ","2,861",$0 ,0,"$50,874 ","2,731",37.80%,"$52,760 ","2,870",$18.60 ,102,30,66
201M,MENS_FASHION,APPLE,STOP STORE,"53,658","$4,323,935 ","$2,156,534 ","$2,281,263 ","49,348","$2,435,190 ","62,679",$0 ,0,"$1,570,259 ","36,474",48.40%,"$2,382,636 ","61,521",$40.20 ,"2,427",30,128
201M,MENS_FASHION,APPLE,STOP STORE,297,"$27,340 ","$15,540 ","$21,710 ",433,"$14,180 ",255,$0 ,0,"$11,904 ",234,43.70%,"$13,740 ",246,$52.30 ,31,30,22
201M,MENS_FASHION,APPLE,STOP STORE,"11,496","$3,432,945 ","$773,513 ","$894,547 ","13,519","$838,412 ","11,569",$0 ,0,"$579,488 ","8,277",45.60%,"$849,101 ","11,700",$67.30 ,777,30,64
201M,MENS_FASHION,APPLE,STOP STORE,"24,114","$3,837,947 ","$2,114,245 ","$734,197 ","13,456","$3,622,662 ","41,697",$0 ,0,"$1,060,568 ","15,141",43.30%,"$3,647,523 ","42,226",$87.70 ,296,30,251
201M,MENS_FASHION,APPLE,STOP STORE,"1,461","$340,348 ","$228,769 ","$733,905 ","4,641","$35,407 ",269,$0 ,0,"$537,865 ","3,275",19.50%,"$497,293 ","2,858",$156.60 ,309,30,658
201M,MENS_FASHION,APPLE,STOP STORE,"1,541","$305,338 ","$53,787 ","$73,318 ","1,106","$57,484 ","1,661",$0 ,0,"$35,993 ",663,55.00%,"$60,566 ","1,695",$34.90 ,255,30,90
201M,MENS_FASHION,APPLE,STOP STORE,"4,072","$395,238 ","$199,102 ","$269,383 ","4,721","$457,217 ","9,786",$0 ,0,"$314,143 ","6,289",24.50%,"$564,645 ","11,928",$48.90 ,453,30,266
201M,MENS_FASHION,APPLE,STOP STORE,182,"$39,400 ","$10,242 ","$43,264 ",952,"$37,274 ",523,$0 ,0,"$30,814 ",542,12.70%,"$35,619 ",485,$56.30 ,14,30,566
201M,MENS_FASHION,APPLE,STOP STORE,"23,873","$3,634,680 ","$1,817,887 ","$2,360,444 ","28,697","$2,604,494 ","35,268",$0 ,0,"$1,554,975 ","19,790",37.20%,"$2,621,893 ","35,500",$76.10 ,"2,085",30,70
201M,MENS_FASHION,APPLE,STOP STORE,294,"$95,395 ","$60,758 ",2362,76854,"$91,964 ",445,$0 ,0,"$58,787 ",284,66.10%,"$91,225 ",445,$206.70 ,2,13,28
201M,MENS_FASHION,APPLE,STOP STORE,392,"$359,534 ","$207,490 ","$266,368 ",487,"$279,854 ",534,$0 ,0,"$187,964 ",352,39.00%,"$271,360 ",518,$529.30 ,235,30,7
201M,MENS_FASHION,APPLE,STOP STORE,51,"$3,693 ",$673 ,"$1,726 ",178963,"$5,414 ",410,$0 ,0,"$4,831 ",366,12.10%,"$5,544 ",420,$13.20 ,1,12,64
201M,MENS_FASHION,APPLE,STOP STORE,"1,473","$85,439 ","$50,305 ","$109,580 ","2,431","$37,764 ","1,759",$0 ,0,"$44,577 ","1,073",33.60%,"$48,368 ","1,954",$34.20 ,93,30,131
201M,MENS_FASHION,APPLE,STOP STORE,"4,179","$433,530 ","$231,649 ","$508,494 ","6,024","$379,284 ","6,998","$4,885 ",25,"$226,795 ","3,238",30.50%,"$438,803 ","7,673",$55.40 ,424,30,324
201M,MENS_FASHION,APPLE,STOP STORE,70,"$36,626 ","$10,034 ","$237,887 ","1,412","($21,840)",-93,$0 ,0,"$78,862 ",491,4.70%,"$12,405 ",93,$143.30 ,216,30,55
201M,MENS_FASHION,APPLE,STOP STORE,"3,616","$3,023,034 ","$536,898 ","$88,535 ",504,"$881,256 ","5,769",$0 ,0,"$305,469 ","1,895",57.60%,"$882,864 ","5,779",$148.50 ,66,30,30
201M,MENS_FASHION,APPLE,STOP STORE,154,"$336,534 ","$91,661 ","$260,943 ",437,"$114,089 ",200,$0 ,0,"$144,074 ",244,23.70%,"$122,196 ",213,$595.20 ,91,30,41
201M,MENS_FASHION,APPLE,STOP STORE,"2,343","$72,586 ","$28,070 ","$83,049 ","6,741","$99,828 ","8,089",$0 ,0,"$69,196 ","5,352",14.70%,"$115,783 ","9,199",$12.00 ,62,25,29
201M,MENS_FASHION,APPLE,STOP STORE,"1,318","$48,552 ","$26,461 ","$41,713 ","1,442","$27,644 ","1,546",$0 ,0,"$23,854 ","1,038",43.80%,"$30,188 ","1,564",$20.10 ,19,30,49
201M,MENS_FASHION,APPLE,STOP STORE,14,"$3,536 ",$589 ,"$17,967 ",370,($57),-1,$0 ,0,"$15,131 ",312,3.80%,$0 ,0,$42.10 ,71,13,282
201M,MENS_FASHION,APPLE,STOP STORE,649,"$355,066 ","$93,395 ","$167,970 ","1,155","$283,200 ","1,925",$0 ,0,"$122,595 ",844,20.90%,"$287,438 ","1,952",$143.90 ,33,30,124
201M,MENS_FASHION,APPLE,STOP STORE,24,"$9,332 ","$6,391 ","$1,159 ",7,"$152,611 ",672,$0 ,0,"$11,506 ",51,3.50%,"$153,293 ",676,$266.30 ,8,30,102
201M,MENS_FASHION,APPLE,STOP STORE,"6,691","$332,258 ","$167,478 ","$256,379 ","8,901","$296,862 ","10,871",$0 ,0,"$146,261 ","4,891",32.80%,"$319,532 ","11,489",$25.00 ,543,30,"2,427"
201M,MENS_FASHION,APPLE,STOP STORE,23,"$3,282 ",$368 ,"$3,138 ",196,($16),-1,$0 ,0,"$2,521 ",157,11.70%,$0 ,0,$16.00 ,1,13,31
201M,MENS_FASHION,APPLE,STOP STORE,"5,132","$286,385 ","$147,511 ","$152,344 ","3,922","$190,307 ","6,798",$0 ,0,"$99,636 ","2,881",48.00%,"$189,855 ","6,765",$28.70 ,71,30,777
201M,MENS_FASHION,APPLE,STOP STORE,"14,097","$3,087,300 ","$596,434 ","$513,248 ","11,570","$1,119,791 ","27,461",$0 ,0,"$404,666 ","9,569",35.60%,"$1,141,005 ","27,993",$42.30 ,312,30,296
201M,MENS_FASHION,APPLE,STOP STORE,31,$675 ,$320 ,"$31,440 ","3,056","($4,150)",-403,$0 ,0,"$23,634 ","2,298",1.00%,$0 ,0,$10.30 ,29,13,309
201M,MENS_FASHION,APPLE,STOP STORE,1,$336 ,$98 ,"$3,119 ",31,($458),-5,$0 ,0,"$2,019 ",20,3.20%,$0 ,0,$98.50 ,22,13,255
201M,MENS_FASHION,APPLE,STOP STORE,921,"$356,882 ","$76,435 ","$183,800 ","1,977","$97,941 ","1,409",$0 ,0,"$87,922 ","1,020",26.20%,"$111,676 ","1,535",$83.00 ,293,30,453
201M,MENS_FASHION,APPLE,STOP STORE,3,"$2,058 ","$1,125 ","$1,726 ",47242,"$2,625 ",7,$0 ,0,"$1,617 ",4,50.00%,"$2,250 ",6,$375.00 ,1,16,14
201M,MENS_FASHION,APPLE,STOP STORE,"7,198","$392,994 ","$94,838 ","$103,373 ","9,177","$65,231 ","6,035",$0 ,0,"$56,579 ","4,812",47.20%,"$92,948 ","6,080",$13.20 ,425,30,"2,085"
201M,MENS_FASHION,APPLE,STOP STORE,"1,532","$64,393 ","$25,292 ","$35,175 ","2,098","$90,048 ","4,803",$0 ,0,"$35,730 ","1,962",20.60%,"$99,914 ","5,321",$16.50 ,21,29,2
201M,MENS_FASHION,APPLE,STOP STORE,"3,448","$347,209 ","$57,000 ","$283,890 ","17,342","$169,731 ","9,845",$0 ,0,"$149,842 ","9,012",12.00%,"$198,800 ","11,427",$16.50 ,123,30,235
201M,MENS_FASHION,APPLE,STOP STORE,27,"$3,566 ",$432 ,"$4,675 ",292,($16),-1,$0 ,0,"$3,834 ",239,9.20%,$0 ,0,$16.00 ,1,13,1
201M,MENS_FASHION,APPLE,STOP STORE,82,"$6,255 ","$2,618 ","$4,945 ",125,"$9,982 ",178,$0 ,0,"$2,379 ",52,27.90%,"$9,650 ",169,$31.90 ,17,29,93
201M,MENS_FASHION,APPLE,STOP STORE,"2,045","$358,944 ","$58,620 ","$67,362 ","3,013","$124,097 ","4,235",$0 ,0,"$55,770 ","2,150",27.30%,"$128,860 ","4,484",$28.70 ,157,30,424
201M,MENS_FASHION,APPLE,STOP STORE,"1,794","$343,233 ","$67,821 ","$77,262 ","1,986","$84,569 ","2,204",$0 ,0,"$58,936 ","1,506",40.60%,"$97,190 ","2,435",$37.80 ,21,30,216
201M,MENS_FASHION,APPLE,STOP STORE,"31,390","$8,339,549 ","$5,425,502 ","$2,870,628 ","20,678","$7,467,105 ","47,498",$0 ,0,"$2,856,587 ","19,861",46.60%,"$7,249,914 ","46,631",$172.80 ,759,30,66
201M,MENS_FASHION,APPLE,STOP STORE,"17,743","$625,086 ","$314,746 ","$512,786 ","29,359","$309,929 ","17,568",$0 ,0,"$335,791 ","19,113",37.80%,"$309,670 ","17,561",$17.70 ,853,30,91
201M,MENS_FASHION,APPLE,STOP STORE,172,"$7,767 ","$4,300 ","$14,625 ",583,"$3,370 ",134,$0 ,0,"$6,530 ",260,24.10%,"$3,250 ",130,$25.00 ,22,30,62
201M,MENS_FASHION,APPLE,STOP STORE,"4,687","$303,326 ","$164,107 ","$203,566 ","5,803","$263,165 ","7,519",$0 ,0,"$163,357 ","4,663",35.50%,"$258,720 ","7,392",$35.00 ,88,30,19
201M,MENS_FASHION,APPLE,STOP STORE,"17,888","$3,494,437 ","$724,092 ","$237,859 ","5,964","$1,278,400 ","31,944",$0 ,0,"$351,556 ","8,677",47.00%,"$1,281,363 ","32,103",$40.50 ,568,30,71
201M,MENS_FASHION,APPLE,STOP STORE,"1,550","$240,653 ","$109,789 ","$69,645 ",331,"$204,133 ","2,461",$0 ,0,"$88,716 ",837,57.40%,"$204,595 ","2,371",$70.80 ,76,30,33
201M,MENS_FASHION,APPLE,STOP STORE,223,"$42,003 ","$21,379 ","$17,320 ",189,"$25,400 ",266,$0 ,0,"$9,285 ",101,52.00%,"$22,945 ",240,$95.90 ,21,30,8
201M,MENS_FASHION,APPLE,STOP STORE,45,"$35,357 ","$24,750 ","$49,255 ",94,"$48,855 ",88,$0 ,0,"$39,083 ",73,23.30%,"$54,450 ",99,$550.00 ,103,30,543
201M,MENS_FASHION,APPLE,STOP STORE,63,"$3,797 ","$2,493 ","$39,536 ","1,124","($5,645)",-137,$0 ,0,"$14,151 ",397,5.50%,$686 ,14,$39.60 ,37,26,1
201M,MENS_FASHION,APPLE,STOP STORE,649,"$63,507 ","$32,234 ","$5,032 ",88,"$86,386 ","1,739",$0 ,0,"$28,148 ",566,35.40%,"$86,756 ","1,746",$49.70 ,13,29,71
201M,MENS_FASHION,APPLE,STOP STORE,"2,665","$298,095 ","$170,933 ","$149,442 ","2,394","$205,750 ","3,180",$0 ,0,"$139,577 ","2,189",42.70%,"$249,245 ","3,853",$64.10 ,188,30,312
201M,MENS_FASHION,APPLE,STOP STORE,15,"$2,737 ","$1,607 ","$100,387 ",702,"($46,023)",-305,$0 ,0,"$76,796 ",536,2.10%,$0 ,0,$107.10 ,40,13,29
201M,MENS_FASHION,APPLE,STOP STORE,6,"$3,655 ","$1,410 ","$18,628 ",42,"($6,050)",-11,$0 ,0,"$6,691 ",16,14.30%,$0 ,0,$234.90 ,10,26,22
201M,MENS_FASHION,APPLE,STOP STORE,7,"$23,082 ","$10,782 ","$44,257 ",29,"$4,507 ",3,$0 ,0,"$24,890 ",16,24.10%,$0 ,0,"$1,540.20 ",9,26,293
201M,MENS_FASHION,APPLE,STOP STORE,785,"$70,770 ","$43,245 ","$66,361 ",904,"$65,433 ",948,$0 ,0,"$35,752 ",496,42.40%,"$64,586 ",947,$55.10 ,65,30,1
201M,MENS_FASHION,APPLE,STOP STORE,"31,130","$3,444,059 ","$740,319 ","$1,042,323 ","40,606","$1,392,591 ","52,521",$202 ,11,"$645,331 ","24,481",32.30%,"$1,474,034 ","55,636",$23.80 ,"1,153",30,425
201M,MENS_FASHION,APPLE,STOP STORE,767,"$23,549 ","$10,472 ","$10,751 ",535,"$13,637 ","1,048",$0 ,0,"$6,973 ",437,46.90%,"$15,105 ","1,102",$13.70 ,45,30,21
201M,MENS_FASHION,APPLE,STOP STORE,333,"$30,805 ","$3,898 ","$19,117 ","1,097","$7,335 ",611,$0 ,0,"$7,258 ",424,18.50%,"$9,337 ",703,$11.70 ,69,30,123
